unique,code,species,size,time,pmr,codeStem
acpa3i,acpa,acpa,small,0,1,acpa3
acpa3d,acpa,acpa,small,0,1,acpa3
acpa3k,acpa,acpa,small,0,1,acpa3
acpa4f,acpa,acpa,small,0,1,acpa4
acpa3c,acpa,acpa,small,0,1,acpa3
acpa3b,acpa,acpa,small,0,1,acpa3
acpa1d,acpa,acpa,small,0,1,acpa1
acpa1a,acpa,acpa,small,0,1,acpa1
acpa4g,acpa,acpa,small,0,1,acpa4
acpa1g,acpa,acpa,small,0,1,acpa1
acpa3f,acpa,acpa,small,0,1,acpa3
acpa1e,acpa,acpa,small,0,1,acpa1
acpa3a,acpa,acpa,small,0,1,acpa3
acpa3l,acpa,acpa,small,0,1,acpa3
acpa1k,acpa,acpa,small,0,1,acpa1
acpa1c,acpa,acpa,small,0,1,acpa1
acpa1i,acpa,acpa,small,0,1,acpa1
acpa4e,acpa,acpa,small,0,1,acpa4
acpa4h,acpa,acpa,small,0,1,acpa4
acpa4l,acpa,acpa,small,0,1,acpa4
acpa4i,acpa,acpa,small,0,1,acpa4
acpa4a,acpa,acpa,small,0,1,acpa4
acpa4j,acpa,acpa,small,0,1,acpa4
acpa1b,acpa,acpa,small,0,1,acpa1
acpa1j,acpa,acpa,small,0,1,acpa1
acpa1f,acpa,acpa,small,0,1,acpa1
acpa3h,acpa,acpa,small,0,1,acpa3
acpa3j,acpa,acpa,small,0,1,acpa3
acpa1h,acpa,acpa,small,0,1,acpa1
acpa3g,acpa,acpa,small,0,1,acpa3
acpa1l,acpa,acpa,small,0,1,acpa1
alli3d,alli,alli,small,0,1,alli3
alli2h,alli,alli,small,0,1,alli2
alli1c,alli,alli,small,0,1,alli1
alli1a,alli,alli,small,0,1,alli1
alli2e,alli,alli,small,0,1,alli2
alli2b,alli,alli,small,0,1,alli2
alli2a,alli,alli,small,0,1,alli2
alli2c,alli,alli,small,0,1,alli2
alli2f,alli,alli,small,0,1,alli2
alli1f,alli,alli,small,0,1,alli1
alli1d,alli,alli,small,0,1,alli1
alli2l,alli,alli,small,0,1,alli2
alli1j,alli,alli,small,0,1,alli1
alli1h,alli,alli,small,0,1,alli1
alli2d,alli,alli,small,0,1,alli2
alli1b,alli,alli,small,0,1,alli1
alli3c,alli,alli,small,0,1,alli3
alli3g,alli,alli,small,0,1,alli3
alli2g,alli,alli,small,0,1,alli2
alli1g,alli,alli,small,0,1,alli1
alli1i,alli,alli,small,0,1,alli1
alli3l,alli,alli,small,0,1,alli3
alli3b,alli,alli,small,0,1,alli3
alli1e,alli,alli,small,0,1,alli1
alli3j,alli,alli,small,0,1,alli3
alli3a,alli,alli,small,0,1,alli3
alli2j,alli,alli,small,0,1,alli2
alli3f,alli,alli,small,0,1,alli3
alli1l,alli,alli,small,0,1,alli1
alli3i,alli,alli,small,0,1,alli3
alli2i,alli,alli,small,0,1,alli2
alli3h,alli,alli,small,0,1,alli3
alli2k,alli,alli,small,0,1,alli2
alli3e,alli,alli,small,0,1,alli3
alli1k,alli,alli,small,0,1,alli1
alli3k,alli,alli,small,0,1,alli3
anba2j,anba,anba,small,0,1,anba2
anba1l,anba,anba,small,0,1,anba1
anba2f,anba,anba,small,0,1,anba2
anba1h,anba,anba,small,0,1,anba1
anba3a,anba,anba,small,0,1,anba3
anba3e,anba,anba,small,0,1,anba3
anba2i,anba,anba,small,0,1,anba2
anba2b,anba,anba,small,0,1,anba2
anba1j,anba,anba,small,0,1,anba1
anba1a,anba,anba,small,0,1,anba1
anba3h,anba,anba,small,0,1,anba3
anba1e,anba,anba,small,0,1,anba1
anba3i,anba,anba,small,0,1,anba3
anba2k,anba,anba,small,0,1,anba2
anba3b,anba,anba,small,0,1,anba3
anba3l,anba,anba,small,0,1,anba3
anba2a,anba,anba,small,0,1,anba2
anba3j,anba,anba,small,0,1,anba3
anba3d,anba,anba,small,0,1,anba3
anba3f,anba,anba,small,0,1,anba3
anba2c,anba,anba,small,0,1,anba2
anba2e,anba,anba,small,0,1,anba2
anba3g,anba,anba,small,0,1,anba3
anba2d,anba,anba,small,0,1,anba2
anba2l,anba,anba,small,0,1,anba2
anba1g,anba,anba,small,0,1,anba1
anba3c,anba,anba,small,0,1,anba3
anba1c,anba,anba,small,0,1,anba1
anba1f,anba,anba,small,0,1,anba1
anba1b,anba,anba,small,0,1,anba1
anba2g,anba,anba,small,0,1,anba2
anba2h,anba,anba,small,0,1,anba2
anba3k,anba,anba,small,0,1,anba3
anba1d,anba,anba,small,0,1,anba1
anba1i,anba,anba,small,0,1,anba1
anba1k,anba,anba,small,0,1,anba1
baae3i,baae,baae,small,0,1,baae3
baae3b,baae,baae,small,0,1,baae3
baae2c,baae,baae,small,0,1,baae2
baae3h,baae,baae,small,0,1,baae3
baae2q,baae,baae,small,0,1,baae2
baae1g,baae,baae,small,0,1,baae1
baae2d,baae,baae,small,0,1,baae2
baae1c,baae,baae,small,0,1,baae1
baae1e,baae,baae,small,0,1,baae1
baae3d,baae,baae,small,0,1,baae3
baae2g,baae,baae,small,0,1,baae2
baae3l,baae,baae,small,0,1,baae3
baae3e,baae,baae,small,0,1,baae3
baae3a,baae,baae,small,0,1,baae3
baae1b,baae,baae,small,0,1,baae1
baae2f,baae,baae,small,0,1,baae2
baae2a,baae,baae,small,0,1,baae2
baae2l,baae,baae,small,0,1,baae2
baae2o,baae,baae,small,0,1,baae2
baae3f,baae,baae,small,0,1,baae3
baae3c,baae,baae,small,0,1,baae3
baae1a,baae,baae,small,0,1,baae1
baae3j,baae,baae,small,0,1,baae3
baae3k,baae,baae,small,0,1,baae3
baae2m,baae,baae,small,0,1,baae2
baae1f,baae,baae,small,0,1,baae1
baae2i,baae,baae,small,0,1,baae2
baae2n,baae,baae,small,0,1,baae2
baae2j,baae,baae,small,0,1,baae2
baae2h,baae,baae,small,0,1,baae2
baae1d,baae,baae,small,0,1,baae1
baae2e,baae,baae,small,0,1,baae2
baae3g,baae,baae,small,0,1,baae3
baae2b,baae,baae,small,0,1,baae2
baae2p,baae,baae,small,0,1,baae2
baae2k,baae,baae,small,0,1,baae2
basp2k,basp,basp,small,0,1,basp2
basp2j,basp,basp,small,0,1,basp2
basp2c,basp,basp,small,0,1,basp2
basp3c,basp,basp,small,0,1,basp3
basp1c,basp,basp,small,0,1,basp1
basp1f,basp,basp,small,0,1,basp1
basp3m,basp,basp,small,0,1,basp3
basp3l,basp,basp,small,0,1,basp3
basp3h,basp,basp,small,0,1,basp3
basp2f,basp,basp,small,0,1,basp2
basp3a,basp,basp,small,0,1,basp3
basp2d,basp,basp,small,0,1,basp2
basp3j,basp,basp,small,0,1,basp3
basp3i,basp,basp,small,0,1,basp3
basp2g,basp,basp,small,0,1,basp2
basp1a,basp,basp,small,0,1,basp1
basp3k,basp,basp,small,0,1,basp3
basp1d,basp,basp,small,0,1,basp1
basp1e,basp,basp,small,0,1,basp1
basp3g,basp,basp,small,0,1,basp3
basp1g,basp,basp,small,0,1,basp1
basp2h,basp,basp,small,0,1,basp2
basp1h,basp,basp,small,0,1,basp1
basp2m,basp,basp,small,0,1,basp2
basp3f,basp,basp,small,0,1,basp3
basp1j,basp,basp,small,0,1,basp1
basp2i,basp,basp,small,0,1,basp2
basp2b,basp,basp,small,0,1,basp2
basp1i,basp,basp,small,0,1,basp1
basp3e,basp,basp,small,0,1,basp3
basp1b,basp,basp,small,0,1,basp1
basp2e,basp,basp,small,0,1,basp2
basp2a,basp,basp,small,0,1,basp2
basp2l,basp,basp,small,0,1,basp2
basp3b,basp,basp,small,0,1,basp3
basp3d,basp,basp,small,0,1,basp3
cali2g,cali,cali,small,0,1,cali2
cali2i,cali,cali,small,0,1,cali2
cali3e,cali,cali,small,0,1,cali3
cali1l,cali,cali,small,0,1,cali1
cali3f,cali,cali,small,0,1,cali3
cali2a,cali,cali,small,0,1,cali2
cali3l,cali,cali,small,0,1,cali3
cali3j,cali,cali,small,0,1,cali3
cali3a,cali,cali,small,0,1,cali3
cali1f,cali,cali,small,0,1,cali1
cali2k,cali,cali,small,0,1,cali2
cali3k,cali,cali,small,0,1,cali3
cali1h,cali,cali,small,0,1,cali1
cali1g,cali,cali,small,0,1,cali1
cali2b,cali,cali,small,0,1,cali2
cali1c,cali,cali,small,0,1,cali1
cali3b,cali,cali,small,0,1,cali3
cali3c,cali,cali,small,0,1,cali3
cali3i,cali,cali,small,0,1,cali3
cali1k,cali,cali,small,0,1,cali1
cali2d,cali,cali,small,0,1,cali2
cali3d,cali,cali,small,0,1,cali3
cali1e,cali,cali,small,0,1,cali1
cali2c,cali,cali,small,0,1,cali2
cali3g,cali,cali,small,0,1,cali3
cali1a,cali,cali,small,0,1,cali1
cali2h,cali,cali,small,0,1,cali2
cali2f,cali,cali,small,0,1,cali2
cali2e,cali,cali,small,0,1,cali2
cali2j,cali,cali,small,0,1,cali2
cali1d,cali,cali,small,0,1,cali1
cali1j,cali,cali,small,0,1,cali1
cali2l,cali,cali,small,0,1,cali2
cali3h,cali,cali,small,0,1,cali3
cali1i,cali,cali,small,0,1,cali1
cali1b,cali,cali,small,0,1,cali1
cota2d,cota,cota,small,0,1,cota2
cota3a,cota,cota,small,0,1,cota3
cota5b,cota,cota,small,0,1,cota5
cota3d,cota,cota,small,0,1,cota3
cota1a,cota,cota,small,0,1,cota1
cota1d,cota,cota,small,0,1,cota1
cota3b,cota,cota,small,0,1,cota3
cota4d,cota,cota,small,0,1,cota4
cota1g,cota,cota,small,0,1,cota1
cota6e,cota,cota,small,0,1,cota6
cota1e,cota,cota,small,0,1,cota1
cota2f,cota,cota,small,0,1,cota2
cota2a,cota,cota,small,0,1,cota2
cota6a,cota,cota,small,0,1,cota6
cota5d,cota,cota,small,0,1,cota5
cota1b,cota,cota,small,0,1,cota1
cota2c,cota,cota,small,0,1,cota2
cota2e,cota,cota,small,0,1,cota2
cota5e,cota,cota,small,0,1,cota5
cota6b,cota,cota,small,0,1,cota6
cota2h,cota,cota,small,0,1,cota2
cota1f,cota,cota,small,0,1,cota1
cota4a,cota,cota,small,0,1,cota4
cota6c,cota,cota,small,0,1,cota6
cota1c,cota,cota,small,0,1,cota1
cota5c,cota,cota,small,0,1,cota5
cota6d,cota,cota,small,0,1,cota6
cota1h,cota,cota,small,0,1,cota1
cota2g,cota,cota,small,0,1,cota2
cota5a,cota,cota,small,0,1,cota5
cota2b,cota,cota,small,0,1,cota2
cota1i,cota,cota,small,0,1,cota1
cota3c,cota,cota,small,0,1,cota3
cota4b,cota,cota,small,0,1,cota4
cota1j,cota,cota,small,0,1,cota1
cota4c,cota,cota,small,0,1,cota4
eusc2d,eusc,eusc,small,0,1,eusc2
eusc3j,eusc,eusc,small,0,1,eusc3
eusc3i,eusc,eusc,small,0,1,eusc3
eusc3c,eusc,eusc,small,0,1,eusc3
eusc1f,eusc,eusc,small,0,1,eusc1
eusc1k,eusc,eusc,small,0,1,eusc1
eusc1g,eusc,eusc,small,0,1,eusc1
eusc2f,eusc,eusc,small,0,1,eusc2
eusc3k,eusc,eusc,small,0,1,eusc3
eusc2l,eusc,eusc,small,0,1,eusc2
eusc3a,eusc,eusc,small,0,1,eusc3
eusc2i,eusc,eusc,small,0,1,eusc2
eusc2e,eusc,eusc,small,0,1,eusc2
eusc3b,eusc,eusc,small,0,1,eusc3
eusc1h,eusc,eusc,small,0,1,eusc1
eusc3e,eusc,eusc,small,0,1,eusc3
eusc1a,eusc,eusc,small,0,1,eusc1
eusc2g,eusc,eusc,small,0,1,eusc2
eusc1i,eusc,eusc,small,0,1,eusc1
eusc3d,eusc,eusc,small,0,1,eusc3
eusc3l,eusc,eusc,small,0,1,eusc3
eusc2h,eusc,eusc,small,0,1,eusc2
eusc2a,eusc,eusc,small,0,1,eusc2
eusc2k,eusc,eusc,small,0,1,eusc2
eusc2b,eusc,eusc,small,0,1,eusc2
eusc2j,eusc,eusc,small,0,1,eusc2
eusc1d,eusc,eusc,small,0,1,eusc1
eusc3g,eusc,eusc,small,0,1,eusc3
eusc3h,eusc,eusc,small,0,1,eusc3
eusc1b,eusc,eusc,small,0,1,eusc1
eusc3f,eusc,eusc,small,0,1,eusc3
eusc1e,eusc,eusc,small,0,1,eusc1
eusc2c,eusc,eusc,small,0,1,eusc2
eusc1c,eusc,eusc,small,0,1,eusc1
eusc1l,eusc,eusc,small,0,1,eusc1
eusc1j,eusc,eusc,small,0,1,eusc1
eute2c,eute,eute,small,0,1,eute2
eute1b,eute,eute,small,0,1,eute1
eute1k,eute,eute,small,0,1,eute1
eute3f,eute,eute,small,0,1,eute3
eute2k,eute,eute,small,0,1,eute2
eute1a,eute,eute,small,0,1,eute1
eute3d,eute,eute,small,0,1,eute3
eute2a,eute,eute,small,0,1,eute2
eute2b,eute,eute,small,0,1,eute2
eute3i,eute,eute,small,0,1,eute3
eute3j,eute,eute,small,0,1,eute3
eute2l,eute,eute,small,0,1,eute2
eute1c,eute,eute,small,0,1,eute1
eute3g,eute,eute,small,0,1,eute3
eute3e,eute,eute,small,0,1,eute3
eute2j,eute,eute,small,0,1,eute2
eute2d,eute,eute,small,0,1,eute2
eute2e,eute,eute,small,0,1,eute2
eute1g,eute,eute,small,0,1,eute1
eute1h,eute,eute,small,0,1,eute1
eute3c,eute,eute,small,0,1,eute3
eute1j,eute,eute,small,0,1,eute1
eute2g,eute,eute,small,0,1,eute2
eute1d,eute,eute,small,0,1,eute1
eute3k,eute,eute,small,0,1,eute3
eute3b,eute,eute,small,0,1,eute3
eute1e,eute,eute,small,0,1,eute1
eute1l,eute,eute,small,0,1,eute1
eute3l,eute,eute,small,0,1,eute3
eute1f,eute,eute,small,0,1,eute1
eute3h,eute,eute,small,0,1,eute3
eute3a,eute,eute,small,0,1,eute3
eute2i,eute,eute,small,0,1,eute2
eute2h,eute,eute,small,0,1,eute2
eute1i,eute,eute,small,0,1,eute1
eute2f,eute,eute,small,0,1,eute2
excu1f,excu,excu,small,0,1,excu1
excu2i,excu,excu,small,0,1,excu2
excu2j,excu,excu,small,0,1,excu2
excu3g,excu,excu,small,0,1,excu3
excu1a,excu,excu,small,0,1,excu1
excu3f,excu,excu,small,0,1,excu3
excu1d,excu,excu,small,0,1,excu1
excu1g,excu,excu,small,0,1,excu1
excu2l,excu,excu,small,0,1,excu2
excu3j,excu,excu,small,0,1,excu3
excu1b,excu,excu,small,0,1,excu1
excu3a,excu,excu,small,0,1,excu3
excu2f,excu,excu,small,0,1,excu2
excu2k,excu,excu,small,0,1,excu2
excu2d,excu,excu,small,0,1,excu2
excu1h,excu,excu,small,0,1,excu1
excu3k,excu,excu,small,0,1,excu3
excu3c,excu,excu,small,0,1,excu3
excu3e,excu,excu,small,0,1,excu3
excu3i,excu,excu,small,0,1,excu3
excu1e,excu,excu,small,0,1,excu1
excu3d,excu,excu,small,0,1,excu3
excu2b,excu,excu,small,0,1,excu2
excu1i,excu,excu,small,0,1,excu1
excu2h,excu,excu,small,0,1,excu2
excu2c,excu,excu,small,0,1,excu2
excu1c,excu,excu,small,0,1,excu1
excu1k,excu,excu,small,0,1,excu1
excu3h,excu,excu,small,0,1,excu3
excu2e,excu,excu,small,0,1,excu2
excu2a,excu,excu,small,0,1,excu2
excu3b,excu,excu,small,0,1,excu3
excu3l,excu,excu,small,0,1,excu3
excu1j,excu,excu,small,0,1,excu1
excu2g,excu,excu,small,0,1,excu2
excu1l,excu,excu,small,0,1,excu1
hase3i,hase,hase,small,0,1,hase3
hase3f,hase,hase,small,0,1,hase3
hase1j,hase,hase,small,0,1,hase1
hase3l,hase,hase,small,0,1,hase3
hase3d,hase,hase,small,0,1,hase3
hase3e,hase,hase,small,0,1,hase3
hase2h,hase,hase,small,0,1,hase2
hase2f,hase,hase,small,0,1,hase2
hase1g,hase,hase,small,0,1,hase1
hase1i,hase,hase,small,0,1,hase1
hase1l,hase,hase,small,0,1,hase1
hase3k,hase,hase,small,0,1,hase3
hase1h,hase,hase,small,0,1,hase1
hase2a,hase,hase,small,0,1,hase2
hase3c,hase,hase,small,0,1,hase3
hase3b,hase,hase,small,0,1,hase3
hase2l,hase,hase,small,0,1,hase2
hase1d,hase,hase,small,0,1,hase1
hase2c,hase,hase,small,0,1,hase2
hase2g,hase,hase,small,0,1,hase2
hase1c,hase,hase,small,0,1,hase1
hase1e,hase,hase,small,0,1,hase1
hase2b,hase,hase,small,0,1,hase2
hase1f,hase,hase,small,0,1,hase1
hase1b,hase,hase,small,0,1,hase1
hase3g,hase,hase,small,0,1,hase3
hase3a,hase,hase,small,0,1,hase3
hase1k,hase,hase,small,0,1,hase1
hase2d,hase,hase,small,0,1,hase2
hase2j,hase,hase,small,0,1,hase2
hase2i,hase,hase,small,0,1,hase2
hase2k,hase,hase,small,0,1,hase2
hase2e,hase,hase,small,0,1,hase2
hase3h,hase,hase,small,0,1,hase3
hase3j,hase,hase,small,0,1,hase3
hase1a,hase,hase,small,0,1,hase1
isan4b,isan,isan,small,0,1,isan4
isan5k,isan,isan,small,0,1,isan5
isan5i,isan,isan,small,0,1,isan5
isan1d,isan,isan,small,0,1,isan1
isan3d,isan,isan,small,0,1,isan3
isan3b,isan,isan,small,0,1,isan3
isan5b,isan,isan,small,0,1,isan5
isan5h,isan,isan,small,0,1,isan5
isan3c,isan,isan,small,0,1,isan3
isan5c,isan,isan,small,0,1,isan5
isan3e,isan,isan,small,0,1,isan3
isan1c,isan,isan,small,0,1,isan1
isan5a,isan,isan,small,0,1,isan5
isan1i,isan,isan,small,0,1,isan1
isan2b,isan,isan,small,0,1,isan2
isan3a,isan,isan,small,0,1,isan3
isan5j,isan,isan,small,0,1,isan5
isan5f,isan,isan,small,0,1,isan5
isan1f,isan,isan,small,0,1,isan1
isan2e,isan,isan,small,0,1,isan2
isan1a,isan,isan,small,0,1,isan1
isan1b,isan,isan,small,0,1,isan1
isan3g,isan,isan,small,0,1,isan3
isan4c,isan,isan,small,0,1,isan4
isan2f,isan,isan,small,0,1,isan2
isan3f,isan,isan,small,0,1,isan3
isan2a,isan,isan,small,0,1,isan2
isan2c,isan,isan,small,0,1,isan2
isan5d,isan,isan,small,0,1,isan5
isan5e,isan,isan,small,0,1,isan5
isan5g,isan,isan,small,0,1,isan5
isan2d,isan,isan,small,0,1,isan2
isan1h,isan,isan,small,0,1,isan1
isan4a,isan,isan,small,0,1,isan4
isan1g,isan,isan,small,0,1,isan1
isan1e,isan,isan,small,0,1,isan1
jasc2f,jasc,jasc,small,0,1,jasc2
jasc3i,jasc,jasc,small,0,1,jasc3
jasc1f,jasc,jasc,small,0,1,jasc1
jasc1d,jasc,jasc,small,0,1,jasc1
jasc1a,jasc,jasc,small,0,1,jasc1
jasc3b,jasc,jasc,small,0,1,jasc3
jasc2c,jasc,jasc,small,0,1,jasc2
jasc1g,jasc,jasc,small,0,1,jasc1
jasc2k,jasc,jasc,small,0,1,jasc2
jasc2a,jasc,jasc,small,0,1,jasc2
jasc3e,jasc,jasc,small,0,1,jasc3
jasc1l,jasc,jasc,small,0,1,jasc1
jasc1i,jasc,jasc,small,0,1,jasc1
jasc1b,jasc,jasc,small,0,1,jasc1
jasc2g,jasc,jasc,small,0,1,jasc2
jasc2h,jasc,jasc,small,0,1,jasc2
jasc3d,jasc,jasc,small,0,1,jasc3
jasc1h,jasc,jasc,small,0,1,jasc1
jasc3h,jasc,jasc,small,0,1,jasc3
jasc1k,jasc,jasc,small,0,1,jasc1
jasc2b,jasc,jasc,small,0,1,jasc2
jasc3a,jasc,jasc,small,0,1,jasc3
jasc3f,jasc,jasc,small,0,1,jasc3
jasc2j,jasc,jasc,small,0,1,jasc2
jasc2d,jasc,jasc,small,0,1,jasc2
jasc1j,jasc,jasc,small,0,1,jasc1
jasc1c,jasc,jasc,small,0,1,jasc1
jasc1e,jasc,jasc,small,0,1,jasc1
jasc2e,jasc,jasc,small,0,1,jasc2
jasc3g,jasc,jasc,small,0,1,jasc3
jasc2i,jasc,jasc,small,0,1,jasc2
jasc3k,jasc,jasc,small,0,1,jasc3
jasc2l,jasc,jasc,small,0,1,jasc2
jasc3c,jasc,jasc,small,0,1,jasc3
jasc3j,jasc,jasc,small,0,1,jasc3
jasc3l,jasc,jasc,small,0,1,jasc3
leer3a,leer,leer,small,0,1,leer3
leer6c,leer,leer,small,0,1,leer6
leer8f,leer,leer,small,0,1,leer8
leer9b,leer,leer,small,0,1,leer9
leer1c,leer,leer,small,0,1,leer1
leer10c,leer,leer,small,0,1,leer10
leer8d,leer,leer,small,0,1,leer8
leer8a,leer,leer,small,0,1,leer8
leer5a,leer,leer,small,0,1,leer5
leer8e,leer,leer,small,0,1,leer8
leer10d,leer,leer,small,0,1,leer10
leer6a,leer,leer,small,0,1,leer6
leer5b,leer,leer,small,0,1,leer5
leer1a,leer,leer,small,0,1,leer1
leer9c,leer,leer,small,0,1,leer9
leer7f,leer,leer,small,0,1,leer7
leer7c,leer,leer,small,0,1,leer7
leer7e,leer,leer,small,0,1,leer7
leer8b,leer,leer,small,0,1,leer8
leer6b,leer,leer,small,0,1,leer6
leer4a,leer,leer,small,0,1,leer4
leer4b,leer,leer,small,0,1,leer4
leer10a,leer,leer,small,0,1,leer10
leer7b,leer,leer,small,0,1,leer7
leer10e,leer,leer,small,0,1,leer10
leer7d,leer,leer,small,0,1,leer7
leer10b,leer,leer,small,0,1,leer10
leer8c,leer,leer,small,0,1,leer8
leer1e,leer,leer,small,0,1,leer1
leer9d,leer,leer,small,0,1,leer9
leer1d,leer,leer,small,0,1,leer1
leer3b,leer,leer,small,0,1,leer3
leer1f,leer,leer,small,0,1,leer1
leer7a,leer,leer,small,0,1,leer7
leer9a,leer,leer,small,0,1,leer9
leer1b,leer,leer,small,0,1,leer1
lepa1c,lepa,lepa,small,0,1,lepa1
lepa3a,lepa,lepa,small,0,1,lepa3
lepa2c,lepa,lepa,small,0,1,lepa2
lepa2f,lepa,lepa,small,0,1,lepa2
lepa1j,lepa,lepa,small,0,1,lepa1
lepa3i,lepa,lepa,small,0,1,lepa3
lepa3e,lepa,lepa,small,0,1,lepa3
lepa2j,lepa,lepa,small,0,1,lepa2
lepa1b,lepa,lepa,small,0,1,lepa1
lepa3d,lepa,lepa,small,0,1,lepa3
lepa1a,lepa,lepa,small,0,1,lepa1
lepa3h,lepa,lepa,small,0,1,lepa3
lepa3f,lepa,lepa,small,0,1,lepa3
lepa1g,lepa,lepa,small,0,1,lepa1
lepa1l,lepa,lepa,small,0,1,lepa1
lepa2e,lepa,lepa,small,0,1,lepa2
lepa2g,lepa,lepa,small,0,1,lepa2
lepa2k,lepa,lepa,small,0,1,lepa2
lepa1e,lepa,lepa,small,0,1,lepa1
lepa3b,lepa,lepa,small,0,1,lepa3
lepa2h,lepa,lepa,small,0,1,lepa2
lepa3k,lepa,lepa,small,0,1,lepa3
lepa1f,lepa,lepa,small,0,1,lepa1
lepa1h,lepa,lepa,small,0,1,lepa1
lepa2d,lepa,lepa,small,0,1,lepa2
lepa2b,lepa,lepa,small,0,1,lepa2
lepa3c,lepa,lepa,small,0,1,lepa3
lepa3g,lepa,lepa,small,0,1,lepa3
lepa3l,lepa,lepa,small,0,1,lepa3
lepa2i,lepa,lepa,small,0,1,lepa2
lepa2a,lepa,lepa,small,0,1,lepa2
lepa2l,lepa,lepa,small,0,1,lepa2
lepa1k,lepa,lepa,small,0,1,lepa1
lepa1d,lepa,lepa,small,0,1,lepa1
lepa1i,lepa,lepa,small,0,1,lepa1
lepa3j,lepa,lepa,small,0,1,lepa3
mede3g,mede,mede,small,0,1,mede3
mede1a,mede,mede,small,0,1,mede1
mede1i,mede,mede,small,0,1,mede1
mede1c,mede,mede,small,0,1,mede1
mede3k,mede,mede,small,0,1,mede3
mede3f,mede,mede,small,0,1,mede3
mede1b,mede,mede,small,0,1,mede1
mede1e,mede,mede,small,0,1,mede1
mede1j,mede,mede,small,0,1,mede1
mede2i,mede,mede,small,0,1,mede2
mede2a,mede,mede,small,0,1,mede2
mede1g,mede,mede,small,0,1,mede1
mede2c,mede,mede,small,0,1,mede2
mede3h,mede,mede,small,0,1,mede3
mede2h,mede,mede,small,0,1,mede2
mede2e,mede,mede,small,0,1,mede2
mede1d,mede,mede,small,0,1,mede1
mede2d,mede,mede,small,0,1,mede2
mede1f,mede,mede,small,0,1,mede1
mede3j,mede,mede,small,0,1,mede3
mede1k,mede,mede,small,0,1,mede1
mede3b,mede,mede,small,0,1,mede3
mede3i,mede,mede,small,0,1,mede3
mede2l,mede,mede,small,0,1,mede2
mede3a,mede,mede,small,0,1,mede3
mede1l,mede,mede,small,0,1,mede1
mede2g,mede,mede,small,0,1,mede2
mede3d,mede,mede,small,0,1,mede3
mede2f,mede,mede,small,0,1,mede2
mede3l,mede,mede,small,0,1,mede3
mede2j,mede,mede,small,0,1,mede2
mede1h,mede,mede,small,0,1,mede1
mede2k,mede,mede,small,0,1,mede2
mede2b,mede,mede,small,0,1,mede2
mede3e,mede,mede,small,0,1,mede3
mede3c,mede,mede,small,0,1,mede3
olst1e,olst,olst,small,0,1,olst1
olst1j,olst,olst,small,0,1,olst1
